,gender,married,dependents,education,self_employed,applicantincome,coapplicantincome,loanamount,loan_amount_term,credit_history,property_area_Semiurban,property_area_Urban,loan_status
315,1,1,0,0,0,-0.634,0.523,-0.042,0.284,0.0,1.0,0.0,0
316,1,0,0,1,0,-0.768,-0.835,-1.331,-0.684,1.0,0.0,0.0,0
317,1,1,0,1,0,-0.938,0.097,-0.786,0.284,1.0,0.0,1.0,1
318,1,1,2,0,0,-0.323,-0.835,-0.768,0.284,1.0,1.0,0.0,1
319,0,0,0,0,0,-0.266,0.563,0.104,0.284,1.0,1.0,0.0,1
320,1,0,0,0,0,-0.397,1.808,0.612,0.284,1.0,0.0,0.0,1
321,1,0,0,0,1,2.233,-0.835,0.975,0.284,0.0,0.0,1.0,0
322,1,0,0,0,0,0.094,-0.835,-0.659,0.284,1.0,1.0,0.0,1
323,1,1,2,0,0,-0.629,0.025,-0.459,0.284,1.0,0.0,1.0,1
324,0,1,2,1,0,-1.794,0.957,-0.732,0.284,1.0,1.0,0.0,1
325,1,1,0,0,0,-1.169,1.341,-0.133,0.284,1.0,1.0,0.0,1
326,1,0,0,0,1,0.977,-0.835,-0.986,0.284,1.0,1.0,0.0,1
327,1,1,0,0,0,-1.145,0.221,-0.696,0.284,1.0,0.0,1.0,1
328,1,1,3,0,0,-0.153,-0.835,-0.696,0.284,1.0,0.0,1.0,1
329,1,1,3,1,1,-0.535,0.496,-0.151,0.284,1.0,1.0,0.0,1
330,0,0,1,0,0,-0.475,-0.835,0.303,-4.941,1.0,1.0,0.0,0
331,1,1,3,0,0,0.204,1.111,1.121,0.284,1.0,1.0,0.0,1
332,1,1,2,0,1,2.233,-0.212,0.213,0.284,1.0,0.0,0.0,1
333,1,0,0,1,0,-0.525,-0.835,-1.059,-4.941,1.0,1.0,0.0,0
334,1,1,0,0,0,-0.323,1.193,0.067,-2.619,1.0,0.0,0.0,1
335,0,0,0,0,0,0.137,0.726,0.231,2.219,1.0,0.0,0.0,0
336,1,0,1,1,1,-0.762,0.113,0.939,0.284,1.0,1.0,0.0,0
337,0,0,0,0,1,-0.83,0.22,-0.714,-0.684,1.0,1.0,0.0,0
338,0,0,1,0,0,-0.342,-0.835,-0.478,0.284,1.0,0.0,0.0,1
339,1,1,0,1,0,-1.005,0.64,-0.423,0.284,1.0,0.0,1.0,1
340,1,1,3,0,0,-0.481,1.271,0.213,0.284,1.0,0.0,0.0,1
341,1,0,0,0,0,0.54,-0.835,0.049,0.284,1.0,0.0,1.0,1
342,1,0,0,0,0,-0.367,-0.835,-0.459,2.219,1.0,0.0,1.0,0
343,0,0,1,1,0,0.214,-0.835,-0.114,0.284,1.0,1.0,0.0,1
344,1,0,0,0,0,-0.641,-0.835,-1.222,2.219,1.0,0.0,1.0,0
345,1,1,3,1,0,-0.812,0.14,0.63,0.284,1.0,0.0,0.0,0
346,1,1,0,0,0,-0.468,0.189,-0.441,0.284,1.0,1.0,0.0,1
347,1,1,0,1,0,1.209,-0.835,-0.623,0.284,0.0,0.0,1.0,0
348,1,1,1,1,0,-0.976,0.716,-0.187,0.284,1.0,0.0,1.0,1
349,1,1,3,0,0,-0.804,0.445,-0.786,0.284,1.0,0.0,0.0,1
350,1,1,0,1,1,-0.128,-0.382,-0.932,0.284,1.0,1.0,0.0,0
351,1,1,2,0,0,-0.038,-0.835,-0.696,0.284,1.0,0.0,1.0,0
352,0,0,0,0,0,-0.602,0.999,-0.114,0.284,1.0,0.0,0.0,1
353,0,1,0,0,0,-0.031,-0.835,-0.478,0.284,1.0,0.0,0.0,0
354,1,1,0,0,0,0.417,1.725,0.667,0.284,1.0,1.0,0.0,1
355,1,0,0,0,0,-1.048,0.522,-0.078,0.284,1.0,1.0,0.0,1
356,1,1,0,0,0,0.183,0.057,0.485,0.284,0.0,0.0,1.0,0
357,1,0,0,0,1,0.701,-0.835,1.121,0.284,1.0,0.0,0.0,1
358,1,1,3,0,0,-0.496,-0.067,-0.187,0.284,0.0,1.0,0.0,0
359,1,1,1,0,1,2.233,1.53,0.394,-2.619,0.0,0.0,1.0,0
360,1,1,0,0,0,-0.132,0.671,-0.514,0.284,1.0,0.0,1.0,0
361,1,1,0,0,1,-0.484,-0.835,-2.058,-3.586,1.0,1.0,0.0,1
362,1,1,2,0,0,-0.687,-0.835,-1.041,0.284,1.0,1.0,0.0,1
363,1,1,0,0,0,-0.34,-0.371,0.394,0.284,1.0,0.0,1.0,1
364,0,0,1,0,1,1.597,-0.835,0.213,0.284,1.0,1.0,0.0,1
365,1,0,3,0,1,1.892,-0.835,2.242,0.284,1.0,1.0,0.0,1
366,1,1,1,0,0,-0.152,1.008,0.612,-4.167,1.0,0.0,0.0,0
367,0,1,0,0,0,-0.502,0.895,-0.459,0.284,1.0,1.0,0.0,1
368,1,1,3,1,0,-0.327,-0.231,-0.696,0.284,1.0,1.0,0.0,1
369,1,1,3,0,0,-0.658,-0.835,-0.714,0.284,1.0,0.0,1.0,1
370,1,1,2,0,0,1.48,1.111,0.485,0.284,1.0,0.0,0.0,1
371,0,0,0,0,0,-0.202,-0.835,-1.222,0.284,1.0,1.0,0.0,1
372,1,1,0,0,0,-0.895,1.213,-0.169,0.284,1.0,0.0,0.0,1
373,1,1,0,0,0,2.233,-0.835,-0.187,0.284,1.0,0.0,0.0,0
374,1,0,0,1,0,-0.589,0.55,-0.223,-2.619,0.0,0.0,1.0,0
375,1,1,2,1,0,-0.175,-0.196,-0.514,0.284,1.0,0.0,1.0,1
376,1,1,3,0,0,-0.224,-0.835,-1.785,-2.619,1.0,0.0,0.0,1
377,1,1,1,1,0,-0.867,0.384,0.031,-2.619,1.0,0.0,1.0,0
378,1,0,0,0,0,-0.871,-0.835,-0.768,2.219,1.0,1.0,0.0,0
379,1,1,1,0,0,-0.508,0.701,0.63,0.284,1.0,1.0,0.0,1
380,1,1,0,0,0,-0.837,0.465,-0.332,0.284,1.0,0.0,1.0,1
381,1,0,0,1,0,-0.391,-0.835,-0.514,0.284,1.0,0.0,0.0,1
382,0,0,0,0,0,2.233,-0.835,2.192,0.284,1.0,0.0,1.0,1
383,1,0,0,0,0,0.516,1.765,2.242,0.284,1.0,1.0,0.0,1
384,1,1,1,0,0,-0.38,0.962,0.231,0.284,1.0,1.0,0.0,0
385,0,1,0,1,0,-0.226,-0.835,-0.26,0.284,1.0,0.0,0.0,1
386,1,1,3,1,0,-1.044,-0.371,-0.805,2.219,1.0,1.0,0.0,1
387,1,1,3,0,0,2.233,-0.835,2.242,0.284,1.0,0.0,0.0,1
388,1,1,2,0,0,0.019,0.017,0.213,0.284,1.0,1.0,0.0,1
389,1,0,0,0,0,-0.897,-0.835,-1.15,0.284,1.0,0.0,1.0,0
390,1,1,3,1,1,0.42,-0.835,-0.151,0.284,1.0,0.0,0.0,1
391,0,0,0,0,0,-0.362,0.189,-0.06,0.284,1.0,0.0,0.0,1
392,1,1,2,0,1,0.795,-0.835,-0.187,0.284,0.0,0.0,0.0,0
393,1,1,1,0,0,-1.121,-0.835,-1.404,0.284,1.0,0.0,0.0,0
394,1,0,0,0,0,-0.321,0.173,-0.187,0.284,1.0,0.0,0.0,1
395,0,0,0,1,1,2.233,-0.835,-0.242,0.284,1.0,0.0,1.0,1
396,1,1,1,0,1,-0.712,-0.835,-0.786,0.284,1.0,1.0,0.0,1
397,1,1,0,0,0,-0.756,0.404,-0.514,0.284,1.0,0.0,0.0,1
398,1,1,3,0,0,-0.508,0.701,-0.278,0.284,0.0,0.0,0.0,0
399,1,0,0,1,0,-0.699,0.643,-0.496,0.284,1.0,1.0,0.0,1
400,1,1,0,0,0,-0.386,0.394,-0.332,0.284,1.0,0.0,0.0,1
401,1,1,1,0,0,-0.317,-0.835,-1.295,0.284,1.0,0.0,1.0,0
402,1,0,0,0,0,-0.367,-0.835,-0.696,0.284,1.0,0.0,1.0,1
403,1,1,1,1,0,0.785,-0.835,-0.024,-2.619,1.0,0.0,1.0,1
404,1,1,0,0,0,-1.02,2.607,-1.241,-2.619,1.0,1.0,0.0,0
405,1,0,0,0,0,-0.535,-0.835,-1.241,0.284,1.0,0.0,1.0,1
406,1,1,0,0,1,1.974,-0.835,0.957,0.284,1.0,1.0,0.0,1
407,1,0,3,0,0,1.816,-0.835,0.848,0.284,1.0,0.0,0.0,1
408,1,1,2,1,0,0.59,0.164,0.885,2.219,1.0,1.0,0.0,0
409,1,1,2,1,0,-0.714,-0.835,-1.695,-2.619,0.0,0.0,1.0,0
410,1,0,2,0,0,0.351,2.021,0.43,0.284,1.0,0.0,0.0,1
411,1,1,3,1,0,-0.6,-0.835,-1.168,0.284,1.0,1.0,0.0,1
412,0,0,0,0,0,2.151,0.189,1.575,0.284,1.0,0.0,0.0,0
413,0,0,0,0,0,-0.174,-0.835,-0.478,0.284,1.0,1.0,0.0,0
414,1,1,2,0,0,0.211,-0.835,0.303,0.284,1.0,1.0,0.0,1
415,1,1,0,0,0,-0.986,-0.143,-0.187,0.284,1.0,0.0,1.0,1
416,1,1,1,0,0,-0.271,-0.835,-1.604,-1.651,1.0,0.0,1.0,1
417,1,0,0,0,0,-0.606,1.041,-0.895,0.284,1.0,0.0,0.0,1
418,1,1,0,0,0,-0.763,0.363,0.303,0.284,1.0,0.0,0.0,1
419,1,1,0,0,0,2.233,-0.835,-0.768,0.284,1.0,1.0,0.0,1
420,1,1,2,1,0,-0.3,-0.835,-0.26,0.284,1.0,1.0,0.0,1
421,1,0,0,1,0,0.627,-0.835,-0.096,0.284,1.0,0.0,0.0,0
422,0,0,0,0,0,0.137,-0.835,-0.641,0.284,0.0,1.0,0.0,0
423,1,1,0,0,0,-1.465,0.869,-0.478,0.284,1.0,0.0,0.0,1
424,1,0,0,0,0,-0.596,0.957,0.412,0.284,1.0,0.0,1.0,1
425,1,1,0,0,0,1.319,-0.835,2.242,0.284,1.0,0.0,1.0,0
426,1,0,0,0,0,-0.695,-0.835,-0.732,0.284,1.0,1.0,0.0,1
427,0,1,0,1,0,-1.101,0.175,-0.696,0.284,1.0,1.0,0.0,1
428,1,1,0,0,1,2.233,-0.835,2.21,0.284,1.0,0.0,1.0,1
429,1,1,3,0,0,0.237,-0.835,-0.805,0.284,1.0,0.0,1.0,0
430,1,1,1,0,0,-0.619,0.752,0.576,0.284,1.0,1.0,0.0,0
431,1,1,0,0,0,-0.639,0.65,0.013,0.284,1.0,0.0,0.0,1
432,0,0,0,0,0,-1.017,2.607,-0.024,0.284,0.0,1.0,0.0,1
433,1,1,1,0,1,1.614,2.226,2.242,0.284,0.0,0.0,0.0,0
434,1,1,2,0,0,0.64,2.607,0.903,-2.619,1.0,1.0,0.0,1
435,1,0,0,0,0,-0.501,-0.835,-0.205,0.284,1.0,1.0,0.0,0
436,1,1,2,1,0,-0.522,0.343,-0.478,0.284,0.0,0.0,0.0,0
437,0,0,0,0,0,0.137,-0.835,-0.114,0.284,1.0,0.0,0.0,1
438,1,1,3,0,0,1.648,2.234,-0.151,0.284,1.0,0.0,0.0,1
439,1,1,1,0,0,1.965,-0.835,0.885,0.284,1.0,0.0,1.0,1
440,1,1,1,0,0,-0.607,0.258,0.031,0.284,1.0,1.0,0.0,1
441,1,1,0,1,0,-0.72,0.24,-0.605,0.284,1.0,1.0,0.0,1
442,1,0,0,0,0,-0.737,0.306,-0.223,0.284,1.0,0.0,0.0,1
443,1,1,3,0,0,-0.128,-0.718,-0.26,0.284,1.0,1.0,0.0,1
444,1,1,1,0,0,-0.199,1.235,1.139,0.284,1.0,0.0,1.0,0
445,1,1,1,0,0,0.701,2.607,0.757,0.284,0.0,0.0,1.0,0
446,1,1,0,1,0,-0.145,0.403,1.012,0.284,1.0,0.0,0.0,1
447,0,0,0,1,1,2.233,-0.835,1.575,0.284,1.0,1.0,0.0,1
448,1,1,2,0,0,-0.951,-0.229,-1.095,-2.619,1.0,0.0,1.0,1
449,1,1,0,1,0,-1.127,-0.195,-0.732,0.284,1.0,1.0,0.0,1
450,1,1,2,1,0,-0.004,-0.835,-0.514,0.284,1.0,0.0,0.0,1
451,1,0,0,0,0,0.741,-0.835,-0.605,0.284,0.0,0.0,0.0,0
452,1,1,0,0,0,-0.004,1.366,-0.187,0.284,1.0,1.0,0.0,1
453,1,1,2,0,0,1.668,-0.835,2.174,0.284,0.0,0.0,1.0,0
454,1,1,1,0,0,1.466,-0.835,0.249,-0.684,0.0,1.0,0.0,0
455,1,1,2,1,0,-0.559,0.283,-1.041,0.284,1.0,0.0,1.0,1
456,1,1,1,0,0,-0.874,0.427,-0.623,0.284,1.0,1.0,0.0,1
457,1,0,0,0,0,0.157,-0.835,-0.369,0.284,1.0,1.0,0.0,1
458,1,0,0,0,0,-0.871,2.607,-0.641,0.284,1.0,1.0,0.0,1
459,1,1,1,0,0,-0.648,-0.202,-0.696,0.284,1.0,0.0,1.0,1
460,1,1,0,0,0,0.674,1.981,2.192,0.284,1.0,1.0,0.0,1
461,1,1,2,0,1,0.64,-0.036,-0.55,0.284,1.0,0.0,0.0,1
462,1,1,2,1,0,-0.636,0.497,-0.223,0.284,1.0,0.0,1.0,1
463,1,1,2,1,0,-0.525,0.922,0.104,0.284,1.0,0.0,1.0,1
464,1,0,0,0,0,0.073,1.503,0.231,0.284,1.0,1.0,0.0,1
465,1,1,2,1,0,-0.186,0.044,-0.169,0.284,1.0,0.0,0.0,0
466,1,1,2,0,1,-0.031,0.445,0.394,0.284,1.0,1.0,0.0,1
467,1,0,0,0,0,-0.677,0.445,-0.332,0.284,1.0,0.0,0.0,1
468,0,0,0,0,0,-0.39,-0.835,-0.823,0.284,1.0,0.0,0.0,1
469,1,1,2,0,1,1.325,2.607,2.242,0.284,1.0,0.0,0.0,1
470,1,1,0,0,0,-0.29,0.6,-0.078,0.284,1.0,1.0,0.0,1
471,1,0,1,0,1,0.013,-0.835,-0.587,0.284,1.0,0.0,0.0,0
472,1,1,1,1,0,-0.246,2.422,-0.005,0.284,1.0,0.0,0.0,0
473,1,1,0,0,0,0.039,-0.835,0.358,2.219,1.0,1.0,0.0,1
474,1,1,0,1,0,-0.078,-0.835,-0.332,0.284,1.0,0.0,0.0,1
475,1,1,2,0,1,1.879,2.607,2.242,-0.684,1.0,0.0,0.0,1
476,1,1,0,1,0,-0.669,0.189,-0.696,2.219,0.0,0.0,1.0,0
477,1,1,0,0,0,-0.686,0.947,-0.133,0.284,1.0,1.0,0.0,1
478,1,1,0,0,0,0.643,-0.835,0.394,0.284,1.0,0.0,1.0,1
479,1,1,1,0,0,2.233,-0.835,2.21,0.284,1.0,1.0,0.0,0
480,1,0,1,0,0,2.233,-0.835,1.048,0.284,1.0,1.0,0.0,0
481,0,0,1,0,0,0.025,-0.835,-1.041,0.284,1.0,1.0,0.0,0
482,1,0,0,0,1,1.01,-0.835,-0.187,0.284,1.0,0.0,1.0,1
483,0,1,1,0,0,0.002,-0.835,-0.06,0.284,1.0,0.0,1.0,1
484,1,1,0,0,0,-0.452,0.011,-1.513,0.284,1.0,0.0,0.0,0
485,1,1,1,0,0,-0.986,0.024,-0.968,0.284,1.0,0.0,1.0,1
486,1,0,0,0,0,-0.681,0.88,0.104,0.284,1.0,1.0,0.0,1
487,1,1,0,0,0,-0.82,2.607,0.885,0.284,1.0,0.0,0.0,1
488,1,1,0,0,0,-0.75,0.549,-0.296,0.284,1.0,1.0,0.0,1
489,0,1,0,0,0,-0.877,0.58,-0.024,0.284,1.0,1.0,0.0,1
490,0,1,0,0,0,-0.902,-0.524,-0.151,0.284,1.0,1.0,0.0,1
491,1,0,0,1,0,0.582,-0.835,0.198,0.284,1.0,0.0,0.601,0
492,1,1,0,0,0,2.233,2.411,2.242,0.284,1.0,0.053,0.0,0
493,0,1,0,0,0,-0.752,1.377,-0.021,0.008,0.0,0.285,0.715,0
494,0,0,0,0,0,2.067,-0.835,1.512,0.284,1.0,0.748,0.252,0
495,0,0,1,0,0,-1.306,2.607,0.205,-2.619,1.0,0.585,0.415,0
496,0,0,2,0,0,-1.678,2.39,1.865,-2.222,1.0,0.0,1.0,0
497,1,0,0,0,0,-1.149,-0.835,-1.595,-0.2,0.5,0.0,0.5,0
498,0,0,1,0,0,-0.437,-0.835,-0.609,0.284,0.0,0.0,0.154,0
499,1,1,0,0,0,-0.416,1.835,-0.106,-2.397,0.076,0.0,0.0,0
500,0,0,0,0,0,-0.606,-0.835,-1.259,0.058,0.0,0.0,1.0,0
501,1,1,0,0,0,-0.616,1.07,-0.115,0.284,0.172,0.172,0.828,0
502,1,0,0,0,0,0.098,0.197,0.663,0.284,0.491,0.491,0.509,0
503,0,0,0,0,0,0.907,-0.835,0.047,0.284,1.0,0.0,0.805,0
504,1,1,1,0,0,-0.568,0.729,0.183,0.284,0.54,0.54,0.0,0
505,0,0,2,0,0,-1.59,2.541,1.536,-2.04,1.0,0.0,0.8,0
506,0,1,0,0,0,0.301,-0.835,-0.716,0.284,0.0,0.186,0.0,0
507,0,0,0,0,0,-0.818,-0.835,-1.087,0.284,0.313,0.0,1.0,0
508,1,0,0,0,0,2.233,-0.835,1.809,0.284,0.0,0.918,0.082,0
509,1,1,0,0,0,-0.702,0.249,-0.372,1.47,0.0,0.0,0.613,0
510,1,1,1,0,0,0.163,0.316,0.728,0.284,0.668,0.0,0.332,0
511,1,1,0,0,0,-0.906,0.634,0.656,0.284,0.097,0.0,1.0,0
512,1,1,0,0,0,-0.175,0.17,0.027,0.284,0.438,0.0,0.0,0
513,0,0,0,0,0,-0.893,0.34,-0.353,-0.916,0.414,0.0,1.0,0
514,1,0,0,0,0,2.233,-0.835,1.964,0.284,0.247,1.0,0.0,0
515,1,0,0,0,0,-0.111,0.622,-0.313,0.284,1.0,0.148,0.852,0
516,1,0,0,0,0,-0.014,0.198,0.255,0.284,1.0,0.427,0.0,0
517,0,0,1,0,0,0.137,-0.835,-1.003,0.284,0.0,1.0,0.0,0
518,1,1,0,1,0,-0.687,1.127,-0.187,0.031,0.087,0.0,1.0,0
519,0,0,2,0,0,-1.52,2.607,2.077,-1.458,1.0,0.0,1.0,0
520,1,1,0,0,0,0.506,-0.835,1.097,0.284,1.0,0.0,1.0,0
521,1,1,0,1,0,-0.881,1.423,0.053,-2.619,0.642,0.0,0.642,0
522,0,1,0,0,0,-0.736,1.181,-0.257,0.284,0.0,0.0,1.0,0
523,1,1,2,0,1,0.776,-0.721,0.012,0.284,0.185,0.0,0.0,0
524,1,1,1,0,0,-0.775,0.327,-0.258,0.284,0.0,1.0,0.0,0
525,0,0,1,0,0,-0.317,-0.835,-1.295,0.284,1.0,0.0,1.0,0
526,1,0,1,0,0,0.796,-0.835,-0.187,0.284,0.029,0.0,0.029,0
527,1,1,1,0,0,-0.195,1.216,1.094,-0.096,1.0,0.0,0.915,0
528,1,1,1,0,0,-0.601,0.744,0.437,0.284,0.837,0.837,0.0,0
529,1,1,0,1,0,-0.491,1.555,0.149,0.284,0.0,0.0,0.229,0
530,1,0,0,0,0,2.233,-0.835,1.916,0.284,0.099,1.0,0.0,0
531,0,0,2,0,0,0.11,-0.835,-0.203,0.284,0.965,1.0,0.0,0
532,1,0,0,1,0,-0.747,-0.729,-1.326,-0.375,1.0,0.0,0.0,0
533,1,0,0,0,0,-0.695,-0.835,-1.269,0.983,1.0,0.0,0.574,0
534,1,0,0,0,0,-0.44,-0.835,-0.721,0.284,1.0,0.084,0.916,0
535,1,0,0,0,0,-0.435,-0.835,-0.761,0.284,1.0,0.012,0.988,0
536,1,1,1,0,0,-0.486,0.401,-0.428,0.284,0.0,0.0,0.0,0
537,0,0,0,0,0,1.084,-0.835,-0.103,0.284,1.0,0.0,0.0,0
538,1,0,1,0,0,2.233,-0.835,1.352,0.284,1.0,1.0,0.0,0
539,1,0,0,1,0,0.557,-0.835,-0.343,0.284,0.098,0.0,0.098,0
540,1,1,1,0,0,-0.234,0.133,0.004,0.284,0.524,0.0,0.0,0
541,1,1,1,0,0,2.233,1.654,0.607,-2.285,0.115,0.115,0.885,0
542,1,1,0,0,0,-0.62,0.729,0.512,0.284,0.897,1.0,0.0,0
543,0,0,0,0,0,-0.506,-0.835,-0.656,0.284,1.0,0.224,0.0,0
544,1,1,1,0,0,-0.812,0.364,0.084,-1.201,0.512,0.0,0.512,0
545,1,0,0,0,0,0.008,0.415,0.13,0.284,1.0,1.0,0.0,0
546,0,0,0,1,0,-0.776,-0.835,-1.115,0.028,0.0,0.0,1.0,0
547,1,1,1,0,0,1.523,2.264,2.094,0.284,0.0,0.0,0.1,0
548,1,1,1,0,0,-0.756,0.343,0.139,0.257,0.009,0.0,0.009,0
549,1,1,3,1,0,0.063,-0.835,-0.576,0.284,0.35,1.0,0.0,0
550,1,0,0,0,0,-0.999,-0.835,-1.311,-0.674,0.01,0.0,0.01,0
551,1,0,0,0,0,-0.428,-0.835,-1.055,0.284,1.0,0.0,1.0,0
552,0,0,0,0,0,-0.199,-0.835,-0.53,0.284,0.0,1.0,0.0,0
553,1,1,0,0,0,-0.262,0.184,0.104,0.284,0.249,0.0,0.0,0
554,0,1,2,0,0,0.257,-0.835,-0.765,0.284,0.801,0.0,0.801,0
555,1,0,1,0,0,2.233,-0.835,1.125,0.284,0.936,0.936,0.0,0
556,1,0,1,0,0,0.798,-0.835,-0.187,0.284,0.051,0.0,0.051,0
557,0,0,2,0,0,-1.548,2.607,1.422,-2.619,1.0,0.236,0.764,0
558,1,1,1,0,0,0.546,-0.835,1.249,-1.342,0.84,0.84,0.0,0
559,1,0,0,0,0,0.786,-0.835,-0.16,0.284,1.0,0.0,0.7,0
560,0,0,0,0,0,-0.444,-0.835,-0.891,0.284,0.662,0.0,1.0,0
561,1,1,2,0,0,-0.509,0.033,-0.046,0.284,0.0,0.647,0.0,0
562,1,1,0,0,0,-1.029,1.012,-0.312,-0.168,0.844,0.0,0.844,0
563,1,1,1,0,0,-0.953,-0.062,-0.253,0.284,0.0,0.0,0.026,0
564,0,0,0,0,0,-0.194,-0.835,-0.37,0.284,0.0,1.0,0.0,0
565,0,0,0,0,0,-0.175,-0.835,-0.419,0.284,0.0,1.0,0.0,0
566,1,1,1,0,0,1.586,-0.835,1.68,0.284,0.0,0.0,1.0,0
567,1,1,0,0,0,-0.629,0.607,0.184,0.284,0.366,1.0,0.0,0
568,1,0,0,0,0,-0.911,0.627,0.666,0.284,0.09,0.0,0.91,0
569,1,1,0,0,0,-0.336,0.165,-0.31,0.284,0.295,0.0,0.0,0
570,1,0,0,0,0,-0.389,-0.835,-0.677,1.517,1.0,0.0,1.0,0
571,1,1,0,0,0,-0.299,1.426,0.768,0.284,0.583,0.0,0.583,0
572,0,1,1,0,0,-0.037,-0.835,-0.766,0.284,1.0,0.0,0.757,0
573,1,0,2,0,0,2.233,-0.835,2.172,0.284,0.0,0.197,0.0,0
574,0,0,0,0,0,-0.457,-0.835,-0.612,0.284,1.0,0.0,1.0,0
575,1,0,0,0,1,2.233,-0.835,0.934,0.284,0.0,0.0,1.0,0
576,1,1,0,0,0,0.569,0.727,0.917,0.284,1.0,0.085,0.0,0
577,1,1,1,0,0,-0.469,0.597,-0.314,0.284,0.0,0.0,0.0,0
578,1,1,0,0,0,-0.588,0.449,-0.22,0.284,0.0,0.59,0.0,0
579,1,0,1,0,0,2.233,-0.835,1.448,0.284,1.0,1.0,0.0,0
580,1,0,0,0,0,-1.178,-0.835,-1.557,0.284,1.0,0.0,0.324,0
581,1,0,0,0,0,2.233,-0.835,0.198,0.284,0.669,0.0,0.331,0
582,1,1,0,0,0,-0.345,0.732,0.453,0.284,1.0,0.0,1.0,0
583,1,1,1,0,0,-1.051,-0.835,-1.351,-0.276,0.422,0.0,0.0,0
584,1,0,0,0,0,0.477,1.965,1.985,0.284,0.787,0.787,0.0,0
585,0,0,0,0,0,-0.624,-0.835,-1.222,1.451,0.603,0.0,1.0,0
586,1,0,0,0,0,2.233,-0.835,2.137,0.284,0.776,1.0,0.0,0
587,1,1,0,0,0,-0.462,-0.007,-1.217,0.284,0.777,0.223,0.0,0
588,0,0,0,0,0,-1.242,2.35,-0.497,-0.371,1.0,0.0,0.226,0
589,1,0,0,0,0,-0.691,-0.569,-1.296,0.659,1.0,0.0,0.194,0
590,1,1,0,0,0,1.435,-0.835,0.911,0.284,1.0,0.72,0.28,0
591,1,1,2,0,0,-0.634,1.574,0.719,-0.96,0.0,0.857,0.0,0
592,1,1,1,0,0,0.927,0.054,-0.05,0.284,0.332,0.0,0.668,0
593,1,0,0,0,0,-0.441,-0.835,-0.909,0.284,0.516,0.0,0.516,0
594,0,0,1,0,0,-0.068,-0.835,-0.513,0.284,0.721,0.279,0.721,0
595,1,1,1,0,0,-0.45,0.901,0.331,0.284,1.0,1.0,0.0,0
596,1,1,1,0,0,2.233,-0.835,2.225,0.284,0.536,0.536,0.0,0
597,1,0,0,0,0,-0.958,-0.835,-1.273,0.724,0.228,0.228,0.772,0
598,1,1,0,0,0,-1.093,-0.029,-0.581,0.284,0.0,0.0,0.747,0
599,1,0,0,1,0,0.588,-0.835,1.133,0.284,0.204,0.0,0.0,0
600,1,0,0,0,0,-1.051,-0.835,-0.515,0.002,0.709,0.0,0.709,0
601,1,0,1,1,0,-0.798,0.093,-0.12,-1.915,0.243,0.243,0.0,0
602,1,1,0,0,0,-1.072,0.984,-0.401,0.284,0.964,0.036,0.964,0
603,1,1,0,0,0,0.549,-0.835,0.657,-0.339,1.0,0.322,0.678,0
604,1,0,1,1,0,-0.779,0.122,0.837,0.284,1.0,0.669,0.0,0
605,1,1,1,0,0,-0.518,0.18,-0.091,0.284,0.176,0.0,0.0,0
606,1,1,1,0,0,-0.982,-0.055,-0.322,0.284,0.0,0.0,0.178,0
607,1,0,0,0,0,-1.12,-0.835,-1.541,-0.292,0.405,0.0,0.405,0
608,0,0,0,0,0,0.03,0.496,-0.114,0.622,1.0,0.825,0.0,0
609,1,1,0,0,0,-0.163,0.928,0.238,0.284,1.0,0.0,1.0,0
610,0,0,0,0,0,0.264,0.731,0.395,1.653,1.0,0.0,0.0,0
611,0,0,1,0,0,-0.44,-0.835,-0.665,0.284,0.0,0.0,0.244,0
612,1,1,0,0,0,-1.045,-0.835,-1.414,0.284,0.45,0.0,0.55,0
613,1,1,1,0,0,-0.795,1.546,0.168,-1.892,0.624,0.376,0.624,0
614,1,1,0,1,0,0.57,-0.835,1.088,0.284,0.342,0.0,0.342,0
615,1,0,1,0,0,-0.011,-0.835,-0.636,0.284,1.0,0.0,0.456,0
616,1,0,1,1,0,-0.725,-0.835,-1.621,-2.224,0.204,0.0,0.796,0
617,1,0,0,0,0,-1.186,0.928,-0.453,0.284,1.0,0.0,0.158,0
618,1,1,1,0,0,1.523,-0.835,2.202,0.284,0.415,0.0,1.0,0
619,1,0,0,1,0,0.617,-0.835,-0.142,0.284,0.861,0.0,0.0,0
620,0,0,0,0,0,-0.441,-0.835,-1.086,0.284,0.62,0.0,1.0,0
621,0,0,0,0,0,-0.464,-0.835,-1.13,0.284,0.0,0.0,0.997,0
622,1,1,1,0,0,-1.008,-0.049,-0.384,0.284,0.0,0.0,0.314,0
623,0,0,0,0,0,2.151,-0.835,0.765,0.284,1.0,0.431,0.0,0
624,1,0,0,0,0,2.233,-0.835,0.367,0.284,0.483,0.0,0.517,0
625,1,1,0,0,0,-0.982,2.221,-0.873,-2.619,1.0,0.651,0.349,0
626,1,0,0,0,0,-0.913,-0.835,-1.013,1.495,0.626,0.626,0.374,0
627,1,1,2,0,0,-0.668,1.523,0.677,-1.255,0.0,0.705,0.0,0
628,1,1,2,0,0,-0.028,-0.835,-0.38,0.284,1.0,0.0,1.0,0
629,1,1,1,1,0,-0.677,0.188,-0.891,0.485,0.0,0.0,1.0,0
630,1,1,1,0,0,-0.213,0.094,-0.071,0.284,0.73,0.0,0.0,0
631,1,1,0,0,0,1.212,-0.835,-0.612,0.271,0.0,0.013,0.987,0
